fov_key,dataset,filename,image_path,density_label,overlap_label,density_ord,overlap_ord,coverage,otsu_threshold,otsu_separability,saturation_score,lbp_entropy,glcm_contrast,edge_density_unmasked,tile_glcm_cv,tile_glcm_patchiness
initial-071626/dpc-235-KIT-62501048.png,initial-071626,dpc-235-KIT-62501048.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-235-KIT-62501048.png,monolayer,no rouleaux,1,0,0.14693890306122448,170.0,0.5543655558552684,0.06548103638892537,3.6463058344072823,53.65567745411932,0.12847831632653062,0.09923159533494155,0.2101324563887927
initial-071626/dpc-105-KIT-62500652.png,initial-071626,dpc-105-KIT-62500652.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-105-KIT-62500652.png,slightly dense,some rouleaux,2,2,0.24996428571428572,169.0,0.5473122404273634,0.11315577247317442,4.048526312097542,76.1772077368406,0.1515015306122449,0.14703773476893922,0.23077144357047621
initial-071626/dpc-051-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,initial-071626,dpc-051-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-051-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,monolayer,slight rouleaux,1,1,0.7877729591836735,127.0,0.4430121423467099,0.43877997285290704,3.554630127264154,53.58834087456955,0.10057602040816327,0.2073896373270119,0.5327604415580409
initial-071626/dpc-035-LB-D3-2025-10-03-122127-250912792D-thin-3-4.png,initial-071626,dpc-035-LB-D3-2025-10-03-122127-250912792D-thin-3-4.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-035-LB-D3-2025-10-03-122127-250912792D-thin-3-4.png,dense,some rouleaux,3,2,0.39095880102040814,136.0,0.5438832781382075,0.1783228467044454,4.0739930982349675,83.12990284680859,0.15678048469387756,0.2941433225008386,0.8794498693971335
initial-071626/dpc-015-LB-D3-2025-10-03-122127-250912792D-thin-3-4.png,initial-071626,dpc-015-LB-D3-2025-10-03-122127-250912792D-thin-3-4.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-015-LB-D3-2025-10-03-122127-250912792D-thin-3-4.png,slightly dense,slight rouleaux,2,1,0.5273408163265306,132.0,0.5359467476164107,0.24471422093094353,3.940951146880255,123.82568642230419,0.1811405612244898,0.322767991846169,0.24223154211164116
initial-071626/dpc-174-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,initial-071626,dpc-174-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-174-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,dense,rouleaux,3,3,0.4961297193877551,133.0,0.5579797753825447,0.21929937000317054,3.950453280115463,92.44842147081447,0.1816327806122449,0.12753287630621998,0.19838134640158692
initial-071626/dpc-145-LB-D12-2026-03-04-114809-250817119ELWA-Negative-2.png,initial-071626,dpc-145-LB-D12-2026-03-04-114809-250817119ELWA-Negative-2.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-145-LB-D12-2026-03-04-114809-250817119ELWA-Negative-2.png,dense,rouleaux,3,3,0.5248395408163266,132.0,0.5606658293358757,0.23057994439628063,3.9732129615368077,123.20707127085058,0.2060061224489796,0.180371495339127,0.4512694660551497
initial-071626/dpc-134-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,initial-071626,dpc-134-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-134-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,dense,rouleaux,3,3,0.5397394132653062,132.0,0.5689263298562315,0.23266744979751974,3.9982100205607547,98.71865840396111,0.18641989795918368,0.1505176496215963,0.2882389161550034
initial-071626/dpc-198-KIT-62501056.png,initial-071626,dpc-198-KIT-62501056.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-198-KIT-62501056.png,slightly dense,some rouleaux,2,2,0.2450001275510204,167.0,0.537524958329482,0.1133064441984404,3.862583400159317,65.96151706935072,0.13571479591836735,0.33230041853118364,0.9577342658319581
initial-071626/dpc-168-KIT-62500666.png,initial-071626,dpc-168-KIT-62500666.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-168-KIT-62500666.png,monolayer,slight rouleaux,1,1,0.23979413265306124,170.0,0.5766204054878323,0.10152394264905001,3.825306495518206,113.38899048876775,0.18682984693877552,0.07917519092313931,0.1808875927238455
initial-071626/dpc-146-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,initial-071626,dpc-146-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-146-LB-D3-2025-08-30-125645-25021889-D-thin-1.png,very dense,heavy rouleaux,4,4,0.5293507653061225,132.0,0.5944362588473464,0.21468547675957134,4.072475990830755,132.42389824968637,0.2183985969387755,0.09416136770073154,0.1759480145415654
initial-071626/dpc-008-LB-D3-2025-08-30-130619-2412193030-D-thin-2.png,initial-071626,dpc-008-LB-D3-2025-08-30-130619-2412193030-D-thin-2.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-008-LB-D3-2025-08-30-130619-2412193030-D-thin-2.png,very dense,heavy rouleaux,4,4,0.5188905612244898,132.0,0.6030698497767055,0.20596330841628632,4.119496784190821,137.1072521175914,0.23876619897959184,0.1562567519258872,0.42482921981202126
initial-071626/dpc-020-LB-D3-2025-08-30-132634-250816974-D-thin-4.png,initial-071626,dpc-020-LB-D3-2025-08-30-132634-250816974-D-thin-4.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\initial-dataset-071626\dpc-020-LB-D3-2025-08-30-132634-250816974-D-thin-4.png,very dense,heavy rouleaux,4,4,0.4947859693877551,133.0,0.5958410546889457,0.19997217554246272,3.988954759320323,135.46032090185756,0.22958979591836734,0.1343838038622312,0.2140571840355093
tanzania-073026/dpc-001-KTR-72502948.png,tanzania-073026,dpc-001-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-001-KTR-72502948.png,monolayer,no rouleaux,1,0,0.2139075255102041,168.0,0.5583393687146831,0.09447453275351676,3.8907303996308737,67.01775621667726,0.14617576530612245,0.17484954823561444,0.18681194023920863
tanzania-073026/dpc-002-KTR-72502948.png,tanzania-073026,dpc-002-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-002-KTR-72502948.png,monolayer,no rouleaux,1,0,0.1974952806122449,169.0,0.5608408654740195,0.08673185650663913,3.9069734207202877,63.04927753254715,0.14560829081632654,0.15644356959880257,0.27208554344113833
tanzania-073026/dpc-003-KTR-72502948.png,tanzania-073026,dpc-003-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-003-KTR-72502948.png,monolayer,no rouleaux,1,0,0.2123514030612245,168.0,0.5551853550440193,0.09445701395858291,3.8949572909652046,59.09529760928026,0.13551836734693878,0.17230466701074176,0.21491344219878902
tanzania-073026/dpc-004-KTR-72502948.png,tanzania-073026,dpc-004-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-004-KTR-72502948.png,monolayer,no rouleaux,1,0,0.1847216836734694,169.0,0.560216210950822,0.08123760196546205,3.834387584439553,57.42664794749649,0.13200892857142857,0.16048113941133357,0.2516294637599057
tanzania-073026/dpc-005-KTR-72502948.png,tanzania-073026,dpc-005-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-005-KTR-72502948.png,monolayer,no rouleaux,1,0,0.1789892857142857,169.0,0.5593138935277449,0.0788780914216786,3.8063362191129153,55.23324057471403,0.12905714285714287,0.14991216438527055,0.2904026256893837
tanzania-073026/dpc-006-KTR-72502948.png,tanzania-073026,dpc-006-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-006-KTR-72502948.png,monolayer,no rouleaux,1,0,0.18519757653061225,169.0,0.5722714702949595,0.07921428711437549,3.845036408061077,61.10793045259088,0.14359298469387755,0.13885372275869232,0.2942454808928056
tanzania-073026/dpc-007-KTR-72502948.png,tanzania-073026,dpc-007-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-007-KTR-72502948.png,monolayer,no rouleaux,1,0,0.18402053571428573,169.0,0.5536973228600149,0.08212885773801995,3.865800007575955,57.473273759799724,0.13417015306122448,0.1990045758578333,0.33191144217774227
tanzania-073026/dpc-008-KTR-72502948.png,tanzania-073026,dpc-008-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-008-KTR-72502948.png,monolayer,no rouleaux,1,0,0.2021701530612245,168.0,0.5721026287372943,0.08650807704267681,3.8480706696841653,62.384976603245505,0.1459311224489796,0.15250327873404884,0.2250190159685267
tanzania-073026/dpc-009-KTR-72502948.png,tanzania-073026,dpc-009-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-009-KTR-72502948.png,monolayer,no rouleaux,1,0,0.20715229591836734,168.0,0.5617512794435741,0.09078422864655063,3.8673011543127576,60.77384642287174,0.14179936224489795,0.19179471827440228,0.28383488978245813
tanzania-073026/dpc-010-KTR-72502948.png,tanzania-073026,dpc-010-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-010-KTR-72502948.png,monolayer,no rouleaux,1,0,0.1783079081632653,169.0,0.576903492177932,0.07544145326093556,3.7839743608949696,57.42933166733815,0.13674107142857142,0.15028891914585238,0.20757947593228981
tanzania-073026/dpc-011-KTR-72502948.png,tanzania-073026,dpc-011-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-011-KTR-72502948.png,monolayer,no rouleaux,1,0,0.18061313775510204,169.0,0.5710053137274901,0.07748207636794362,3.8266721536813746,59.99901391016167,0.14232436224489797,0.17875259987240286,0.3423630893021912
tanzania-073026/dpc-012-KTR-72502948.png,tanzania-073026,dpc-012-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-012-KTR-72502948.png,monolayer,slight rouleaux,1,1,0.20439732142857142,168.0,0.5795471619872532,0.08593943387684648,3.837093435813705,64.83156191220138,0.15080956632653061,0.1604573780723918,0.426184767759177
tanzania-073026/dpc-013-KTR-72502948.png,tanzania-073026,dpc-013-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-013-KTR-72502948.png,monolayer,no rouleaux,1,0,0.20683979591836735,168.0,0.5938698501037744,0.08400387732083126,3.826361060860539,65.262793410115,0.15328303571428573,0.1214839663124755,0.2673403778390192
tanzania-073026/dpc-014-KTR-72502948.png,tanzania-073026,dpc-014-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-014-KTR-72502948.png,monolayer,slight rouleaux,1,1,0.20913890306122448,168.0,0.5801206434925551,0.08781310803801984,3.817009306843407,64.28345325173382,0.15083341836734693,0.12384189949897745,0.2484920991819324
tanzania-073026/dpc-015-KTR-72502948.png,tanzania-073026,dpc-015-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-015-KTR-72502948.png,monolayer,slight rouleaux,1,1,0.21054795918367347,168.0,0.5964872271474517,0.08495879082864924,3.8293556335219416,66.51330404637098,0.15634630102040817,0.14555644929780132,0.48961195802365653
tanzania-073026/dpc-016-KTR-72502948.png,tanzania-073026,dpc-016-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-016-KTR-72502948.png,monolayer,slight rouleaux,1,1,0.24537130102040816,167.0,0.595805625291462,0.09917769958736433,3.886408278825558,73.40511711050023,0.16991670918367346,0.13747874940112298,0.23803061984546664
tanzania-073026/dpc-017-KTR-72502948.png,tanzania-073026,dpc-017-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-017-KTR-72502948.png,slightly dense,slight rouleaux,2,1,0.24923201530612246,167.0,0.6012826717751621,0.09937312325094905,3.8910053080722,73.75136192368096,0.17290229591836734,0.1310084840333365,0.24320102085124698
tanzania-073026/dpc-018-KTR-72502948.png,tanzania-073026,dpc-018-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-018-KTR-72502948.png,slightly dense,slight rouleaux,2,1,0.2482466836734694,167.0,0.5929602162654407,0.10104627643527053,3.8940815865034963,72.65446840908027,0.1691514030612245,0.12816584754644456,0.3245693824005479
tanzania-073026/dpc-019-KTR-72502948.png,tanzania-073026,dpc-019-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-019-KTR-72502948.png,monolayer,no rouleaux,1,0,0.2417780612244898,167.0,0.5494548917628332,0.10893192276376008,3.9260892244105707,62.976467708456966,0.13828711734693877,0.20489872460282454,0.3021250620474856
tanzania-073026/dpc-020-KTR-72502948.png,tanzania-073026,dpc-020-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-020-KTR-72502948.png,monolayer,no rouleaux,1,0,0.21980216836734695,168.0,0.5571835505298799,0.09733201578226212,3.933900353214147,61.842113847300695,0.14091492346938775,0.1681844879636031,0.19391823257758584
tanzania-073026/dpc-021-KTR-72502948.png,tanzania-073026,dpc-021-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-021-KTR-72502948.png,monolayer,no rouleaux,1,0,0.2117313775510204,168.0,0.5564565898075343,0.09391205724372806,3.888822252029585,60.48039077284381,0.13607640306122448,0.16383310077357013,0.23193272358792694
tanzania-073026/dpc-022-KTR-72502948.png,tanzania-073026,dpc-022-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-022-KTR-72502948.png,monolayer,no rouleaux,1,0,0.18914566326530613,169.0,0.5522889593808271,0.08468260172911386,3.8599734181145036,57.89722838900295,0.1315359693877551,0.16162227300338003,0.21545904236895316
tanzania-073026/dpc-023-KTR-72502948.png,tanzania-073026,dpc-023-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-023-KTR-72502948.png,monolayer,no rouleaux,1,0,0.17627461734693878,169.0,0.5594516052774555,0.07765749970252467,3.7930835287592575,54.55128900580756,0.12586785714285714,0.16342584201801652,0.27497511116238843
tanzania-073026/dpc-024-KTR-72502948.png,tanzania-073026,dpc-024-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-024-KTR-72502948.png,monolayer,no rouleaux,1,0,0.18310255102040815,169.0,0.5549028029416705,0.08149843223341344,3.8492203973559,59.528130080534424,0.13633176020408164,0.18035441485565826,0.2384829723281772
tanzania-073026/dpc-025-KTR-72502948.png,tanzania-073026,dpc-025-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-025-KTR-72502948.png,monolayer,no rouleaux,1,0,0.1972545918367347,168.0,0.5452214085811654,0.08970716542640735,3.8514337775402354,54.49258448366699,0.1273501275510204,0.1964089899257656,0.2515834778989762
tanzania-073026/dpc-026-KTR-72502948.png,tanzania-073026,dpc-026-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-026-KTR-72502948.png,monolayer,no rouleaux,1,0,0.20145229591836736,168.0,0.5632566982724949,0.08798294085997416,3.847987868890398,58.350436687501386,0.13528010204081634,0.18447832990666937,0.24496113824335225
tanzania-073026/dpc-027-KTR-72502948.png,tanzania-073026,dpc-027-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-027-KTR-72502948.png,monolayer,no rouleaux,1,0,0.20229260204081634,168.0,0.5568965584063055,0.08963654817322936,3.8525486320032796,56.24184392470244,0.13065650510204083,0.22165230009008732,0.4407271131003479
tanzania-073026/dpc-028-KTR-72502948.png,tanzania-073026,dpc-028-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-028-KTR-72502948.png,monolayer,no rouleaux,1,0,0.17154948979591836,169.0,0.5622370644013367,0.07509800825351416,3.7718954229503163,54.641372776365984,0.12849489795918367,0.15566519104056747,0.2708640472168632
tanzania-073026/dpc-029-KTR-72502948.png,tanzania-073026,dpc-029-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-029-KTR-72502948.png,monolayer,no rouleaux,1,0,0.19518061224489797,168.0,0.5520409118316988,0.08743292908935527,3.8403420438189815,55.552569417069364,0.12942461734693878,0.18957474850818934,0.2396571165011857
tanzania-073026/dpc-030-KTR-72502948.png,tanzania-073026,dpc-030-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-030-KTR-72502948.png,monolayer,no rouleaux,1,0,0.2042860969387755,168.0,0.5715945335248344,0.08751728065344702,3.8496865346787468,61.40874630796095,0.1465873724489796,0.12945469869338136,0.17686253339043528
tanzania-073026/dpc-031-KTR-72502948.png,tanzania-073026,dpc-031-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-031-KTR-72502948.png,monolayer,no rouleaux,1,0,0.20454757653061226,168.0,0.584188931872731,0.08505314628003818,3.830844240689406,63.79972373648,0.15103137755102042,0.11923488715284272,0.282935939602209
